criterion_root,rel_case_dir,group,workload,transport,has_payload_word,payload_size_bytes,impl,param,mean_ns,lower_ns,upper_ns,throughput_kind,throughput_value,ops_per_s,bytes_per_s,gib_per_s,ns_per_op
target/criterion,"dual_priority payload DGRAM (real bytes, 64 B), 20P_1C/Impl1_MutexBinaryHeap/64","dual_priority payload DGRAM (real bytes, 64 B), 20P_1C",dual_priority,DGRAM,True,64,Impl1_MutexBinaryHeap,64,495922371.2,490803397.234375,502122600.065,Bytes,32000000.0,,64526228.01138922,0.060094732801792415,
target/criterion,"dual_priority payload DGRAM (real bytes, 64 B), 20P_1C/Impl2_DualSegQueue/64","dual_priority payload DGRAM (real bytes, 64 B), 20P_1C",dual_priority,DGRAM,True,64,Impl2_DualSegQueue,64,57480257.874830484,56936932.17551223,58078793.12691633,Bytes,32000000.0,,556712881.6590121,0.5184792742682733,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 1472 B), 20P_1C/Impl3_Skiplist/1472","prio101 payload STREAM bytes_s (real bytes, 1472 B), 20P_1C",prio101,STREAM,True,1472,Impl3_Skiplist,1472,35792350.71901116,35266813.729893595,36263531.42298367,Bytes,67108480.0,,1874939160.2366939,1.746173165959021,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 1472 B), 20P_1C/Impl4_BitmapScanner/1472","prio101 payload STREAM bytes_s (real bytes, 1472 B), 20P_1C",prio101,STREAM,True,1472,Impl4_BitmapScanner,1472,13714126.449292716,13399839.328908548,14033856.882592933,Bytes,67108480.0,,4893383493.883492,4.55731851410446,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 65536 B), 20P_1C/Impl1_MutexBinaryHeap/65536","dual_priority payload STREAM ops_s (real bytes, 65536 B), 20P_1C",dual_priority,STREAM,True,65536,Impl1_MutexBinaryHeap,65536,2789073.4786340827,2719877.633937738,2864768.7041307,Elements,1024.0,367147.0141767267,,,2723.7045689785964
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 65536 B), 20P_1C/Impl2_DualSegQueue/65536","dual_priority payload STREAM ops_s (real bytes, 65536 B), 20P_1C",dual_priority,STREAM,True,65536,Impl2_DualSegQueue,65536,2412210.4315977655,2345579.195200933,2482759.1005029227,Elements,1024.0,424506.9114147465,,,2355.674249607193
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 32768 B), 20P_1C/Impl1_MutexBinaryHeap/32768","dual_priority payload DGRAM ops_s (real bytes, 32768 B), 20P_1C",dual_priority,DGRAM,True,32768,Impl1_MutexBinaryHeap,32768,3361308.181023949,3291116.961137305,3437813.621197215,Elements,2048.0,609286.590132334,,,1641.2637602656
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 32768 B), 20P_1C/Impl2_DualSegQueue/32768","dual_priority payload DGRAM ops_s (real bytes, 32768 B), 20P_1C",dual_priority,DGRAM,True,32768,Impl2_DualSegQueue,32768,2714749.2694791704,2638812.916312714,2788586.513032395,Elements,2048.0,754397.4771537235,,,1325.5611667378762
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 64 B), 20P_1C/Impl1_MutexBinaryHeap/64","dual_priority payload STREAM ops_s (real bytes, 64 B), 20P_1C",dual_priority,STREAM,True,64,Impl1_MutexBinaryHeap,64,482133514.7,469723751.2,493868888.04625,Elements,500000.0,1037057.132008583,,,964.2670294
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 64 B), 20P_1C/Impl2_DualSegQueue/64","dual_priority payload STREAM ops_s (real bytes, 64 B), 20P_1C",dual_priority,STREAM,True,64,Impl2_DualSegQueue,64,58148144.64279455,57051599.87788241,59370820.809901126,Elements,500000.0,8598726.633008018,,,116.2962892855891
target/criterion,"prio101 bytes_s STREAM (1 item == 1472 B), 20P_1C/Impl3_Skiplist/1472","prio101 bytes_s STREAM (1 item == 1472 B), 20P_1C",prio101,STREAM,False,1472,Impl3_Skiplist,1472,66774472.91875,65848765.72625,68126881.905,Bytes,294400000.0,,4408870443.024248,4.106080572143428,
target/criterion,"prio101 bytes_s STREAM (1 item == 1472 B), 20P_1C/Impl4_BitmapScanner/1472","prio101 bytes_s STREAM (1 item == 1472 B), 20P_1C",prio101,STREAM,False,1472,Impl4_BitmapScanner,1472,7575018.212680025,7431844.399858132,7727549.646380153,Bytes,294400000.0,,38864593025.95418,36.195472838314416,
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 16384 B), 20P_1C/Impl1_MutexBinaryHeap/16384","dual_priority payload DGRAM ops_s (real bytes, 16384 B), 20P_1C",dual_priority,DGRAM,True,16384,Impl1_MutexBinaryHeap,16384,4562582.664146758,4479711.352531666,4640846.690395098,Elements,4096.0,897737.1593038277,,,1113.9117832389545
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 16384 B), 20P_1C/Impl2_DualSegQueue/16384","dual_priority payload DGRAM ops_s (real bytes, 16384 B), 20P_1C",dual_priority,DGRAM,True,16384,Impl2_DualSegQueue,16384,3082444.8613223527,3014490.7030820358,3143175.902436629,Elements,4096.0,1328815.3346700377,,,752.5500149712775
target/criterion,"dual_priority payload STREAM (real bytes, 4194304 B), 20P_1C/Impl1_MutexBinaryHeap/4194304","dual_priority payload STREAM (real bytes, 4194304 B), 20P_1C",dual_priority,STREAM,True,4194304,Impl1_MutexBinaryHeap,4194304,60278726.94087424,57304188.89607757,63877482.05549143,Bytes,1073741824.0,,17812947925.28057,16.589600523263748,
target/criterion,"dual_priority payload STREAM (real bytes, 4194304 B), 20P_1C/Impl2_DualSegQueue/4194304","dual_priority payload STREAM (real bytes, 4194304 B), 20P_1C",dual_priority,STREAM,True,4194304,Impl2_DualSegQueue,4194304,55734180.6237841,54173329.13319322,57491604.67297131,Bytes,1073741824.0,,19265409699.802593,17.942310962642164,
target/criterion,"prio101 bytes_s DGRAM (1 item == 512 B), 20P_1C/Impl3_Skiplist/512","prio101 bytes_s DGRAM (1 item == 512 B), 20P_1C",prio101,DGRAM,False,512,Impl3_Skiplist,512,66612297.96875,65876575.84375,67545114.0853125,Bytes,102400000.0,,1537253677.2119644,1.4316790524981584,
target/criterion,"prio101 bytes_s DGRAM (1 item == 512 B), 20P_1C/Impl4_BitmapScanner/512","prio101 bytes_s DGRAM (1 item == 512 B), 20P_1C",prio101,DGRAM,False,512,Impl4_BitmapScanner,512,7705717.495833243,7481994.84000925,7948201.448069547,Bytes,102400000.0,,13288833915.254658,12.376191015592457,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 16384 B), 20P_1C/Impl3_Skiplist/16384","prio101 payload STREAM bytes_s (real bytes, 16384 B), 20P_1C",prio101,STREAM,True,16384,Impl3_Skiplist,16384,5217274.116211429,5139944.034241729,5291655.194135132,Bytes,67108864.0,,12862821179.258204,11.979435737485256,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 16384 B), 20P_1C/Impl4_BitmapScanner/16384","prio101 payload STREAM bytes_s (real bytes, 16384 B), 20P_1C",prio101,STREAM,True,16384,Impl4_BitmapScanner,16384,3552335.6829834036,3457741.1552269743,3648478.2939552586,Bytes,67108864.0,,18891475915.82311,17.594057988210682,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 512 B), 20P_1C/Impl1_MutexBinaryHeap/512","dual_priority payload STREAM bytes_s (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl1_MutexBinaryHeap,512,125350706.2,123403008.97,127341383.90699999,Bytes,67108864.0,,535368854.5872748,0.4986011000231605,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 512 B), 20P_1C/Impl2_DualSegQueue/512","dual_priority payload STREAM bytes_s (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl2_DualSegQueue,512,16982860.90288136,16596841.69022678,17375456.048635993,Bytes,67108864.0,,3951564131.8486047,3.6801808810314207,
target/criterion,"prio101 payload STREAM ops_s (real bytes, 4194304 B), 20P_1C/Impl3_Skiplist/4194304","prio101 payload STREAM ops_s (real bytes, 4194304 B), 20P_1C",prio101,STREAM,True,4194304,Impl3_Skiplist,4194304,39187789.63912763,36795360.934444174,41908968.89488575,Elements,256.0,6532.647091286644,,,153077.3032778423
target/criterion,"prio101 payload STREAM ops_s (real bytes, 4194304 B), 20P_1C/Impl4_BitmapScanner/4194304","prio101 payload STREAM ops_s (real bytes, 4194304 B), 20P_1C",prio101,STREAM,True,4194304,Impl4_BitmapScanner,4194304,39245042.58431686,37354591.22457103,41537869.784684666,Elements,256.0,6523.116886674063,,,153300.94759498772
target/criterion,"dual_priority bytes_s DGRAM (1 item == 512 B), 20P_1C/Impl1_MutexBinaryHeap/512","dual_priority bytes_s DGRAM (1 item == 512 B), 20P_1C",dual_priority,DGRAM,False,512,Impl1_MutexBinaryHeap,512,66321972.35625,65393669.295468755,67260453.00046875,Bytes,102400000.0,,1543983032.5002403,1.4379462529907379,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 512 B), 20P_1C/Impl2_DualSegQueue/512","dual_priority bytes_s DGRAM (1 item == 512 B), 20P_1C",dual_priority,DGRAM,False,512,Impl2_DualSegQueue,512,16573152.341625258,16473808.89575945,16665647.31469494,Bytes,102400000.0,,6178667636.018246,5.754332650469845,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 1048576 B), 20/Impl1_MutexBinaryHeap/1048576","dual_priority payload STREAM bytes_s (real bytes, 1048576 B), 20",dual_priority,STREAM,True,1048576,Impl1_MutexBinaryHeap,1048576,13901527.933503378,13394123.140958695,14516826.057498029,Bytes,268435456.0,,19309780715.043354,17.983634690794492,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 1048576 B), 20/Impl2_DualSegQueue/1048576","dual_priority payload STREAM bytes_s (real bytes, 1048576 B), 20",dual_priority,STREAM,True,1048576,Impl2_DualSegQueue,1048576,13926152.106714442,13553496.765609514,14422371.731206538,Bytes,268435456.0,,19275637228.648026,17.951836091138446,
target/criterion,"dual_priority payload DGRAM (real bytes, 60000 B), 20P_1C/Impl1_MutexBinaryHeap/60000","dual_priority payload DGRAM (real bytes, 60000 B), 20P_1C",dual_priority,DGRAM,True,60000,Impl1_MutexBinaryHeap,60000,2848855.4406471686,2797692.042948897,2898385.0171451103,Bytes,67080000.0,,23546298293.310936,21.92919914919039,
target/criterion,"dual_priority payload DGRAM (real bytes, 60000 B), 20P_1C/Impl2_DualSegQueue/60000","dual_priority payload DGRAM (real bytes, 60000 B), 20P_1C",dual_priority,DGRAM,True,60000,Impl2_DualSegQueue,60000,2390133.6431493293,2322641.769370503,2459287.8934438024,Bytes,67080000.0,,28065376257.209152,26.13791847341615,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C/Impl1_MutexBinaryHeap/1472","dual_priority payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C",dual_priority,DGRAM,True,1472,Impl1_MutexBinaryHeap,1472,45323334.18296337,44083410.81782074,46865045.13121615,Bytes,67108480.0,,1480660706.2290106,1.3789727410571748,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C/Impl2_DualSegQueue/1472","dual_priority payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C",dual_priority,DGRAM,True,1472,Impl2_DualSegQueue,1472,7318835.567268036,7121098.162365591,7505781.092503243,Bytes,67108480.0,,9169283745.098558,8.539560944865046,
target/criterion,"prio101 payload STREAM ops_s (real bytes, 65536 B), 20P_1C/Impl3_Skiplist/65536","prio101 payload STREAM ops_s (real bytes, 65536 B), 20P_1C",prio101,STREAM,True,65536,Impl3_Skiplist,65536,3083317.808860748,2978215.3687875713,3197657.670256713,Elements,1024.0,332109.7802689229,,,3011.0525477155743
target/criterion,"prio101 payload STREAM ops_s (real bytes, 65536 B), 20P_1C/Impl4_BitmapScanner/65536","prio101 payload STREAM ops_s (real bytes, 65536 B), 20P_1C",prio101,STREAM,True,65536,Impl4_BitmapScanner,65536,2714022.104168309,2630822.1413504984,2796169.143703969,Elements,1024.0,377299.8010691578,,,2650.412211101864
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 60000 B), 20P_1C/Impl3_Skiplist/60000","prio101 payload DGRAM ops_s (real bytes, 60000 B), 20P_1C",prio101,DGRAM,True,60000,Impl3_Skiplist,60000,3225171.4753061077,3116152.22526859,3329808.707152027,Elements,1118.0,346648.2351589967,,,2884.7687614544793
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 60000 B), 20P_1C/Impl4_BitmapScanner/60000","prio101 payload DGRAM ops_s (real bytes, 60000 B), 20P_1C",prio101,DGRAM,True,60000,Impl4_BitmapScanner,60000,2809703.7453328795,2691996.307018331,2913414.5682530436,Elements,1118.0,397906.7194742786,,,2513.1518294569582
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 65536 B), 20P_1C/Impl3_Skiplist/65536","prio101 payload STREAM bytes_s (real bytes, 65536 B), 20P_1C",prio101,STREAM,True,65536,Impl3_Skiplist,65536,3095599.4780805553,2908727.316216028,3253485.3073988482,Bytes,67108864.0,,21678794196.46732,20.189950425613038,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 65536 B), 20P_1C/Impl4_BitmapScanner/65536","prio101 payload STREAM bytes_s (real bytes, 65536 B), 20P_1C",prio101,STREAM,True,65536,Impl4_BitmapScanner,65536,2759775.1215215093,2670710.0176763264,2837587.5246050605,Bytes,67108864.0,,24316787073.216957,22.646772743404803,
target/criterion,"dual_priority bytes_s STREAM (1 item == 512 B), 20P_1C/Impl1_MutexBinaryHeap/512","dual_priority bytes_s STREAM (1 item == 512 B), 20P_1C",dual_priority,STREAM,False,512,Impl1_MutexBinaryHeap,512,66267659.35625,65371204.2646875,67163530.2375,Bytes,102400000.0,,1545248481.608581,1.4391247943123626,
target/criterion,"dual_priority bytes_s STREAM (1 item == 512 B), 20P_1C/Impl2_DualSegQueue/512","dual_priority bytes_s STREAM (1 item == 512 B), 20P_1C",dual_priority,STREAM,False,512,Impl2_DualSegQueue,512,16604862.056106672,16495668.505718013,16714522.876669258,Bytes,102400000.0,,6166868454.19116,5.7433438060722874,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 65536 B), 20P_/Impl1_MutexBinaryHeap/65536","dual_priority payload STREAM bytes_s (real bytes, 65536 B), 20P_",dual_priority,STREAM,True,65536,Impl1_MutexBinaryHeap,65536,2820820.358515189,2765500.089907965,2882092.7652299744,Bytes,67108864.0,,23790548659.86733,22.156675029422463,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 65536 B), 20P_/Impl2_DualSegQueue/65536","dual_priority payload STREAM bytes_s (real bytes, 65536 B), 20P_",dual_priority,STREAM,True,65536,Impl2_DualSegQueue,65536,2508927.9190564496,2445488.4452587897,2576677.773960231,Bytes,67108864.0,,26748023922.998196,24.91103850584309,
target/criterion,"dual_priority payload STREAM (real bytes, 512 B), 20P_1C/Impl1_MutexBinaryHeap/512","dual_priority payload STREAM (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl1_MutexBinaryHeap,512,142668667.48,138511532.82125002,146752703.69049996,Bytes,67108864.0,,470382636.814125,0.43807796837214846,
target/criterion,"dual_priority payload STREAM (real bytes, 512 B), 20P_1C/Impl2_DualSegQueue/512","dual_priority payload STREAM (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl2_DualSegQueue,512,16253122.29250741,15915852.377644109,16620682.339646235,Bytes,67108864.0,,4128982898.931166,3.845414983975856,
target/criterion,"dual_priority payload DGRAM (real bytes, 16384 B), 20P_1C/Impl1_MutexBinaryHeap/16384","dual_priority payload DGRAM (real bytes, 16384 B), 20P_1C",dual_priority,DGRAM,True,16384,Impl1_MutexBinaryHeap,16384,4642722.120176324,4558091.856748205,4724813.814920561,Bytes,67108864.0,,14454637228.5256,13.461929958803207,
target/criterion,"dual_priority payload DGRAM (real bytes, 16384 B), 20P_1C/Impl2_DualSegQueue/16384","dual_priority payload DGRAM (real bytes, 16384 B), 20P_1C",dual_priority,DGRAM,True,16384,Impl2_DualSegQueue,16384,3107885.517420914,3010516.3420141633,3206289.0141621577,Bytes,67108864.0,,21593093961.73976,20.110135862361417,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 1048576 B), 20P_/Impl1_MutexBinaryHeap/1048576","dual_priority payload STREAM ops_s (real bytes, 1048576 B), 20P_",dual_priority,STREAM,True,1048576,Impl1_MutexBinaryHeap,1048576,13799150.446358044,13489142.31512053,14162230.411415456,Elements,256.0,18551.866725068216,,,53902.93143108611
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 1048576 B), 20P_/Impl2_DualSegQueue/1048576","dual_priority payload STREAM ops_s (real bytes, 1048576 B), 20P_",dual_priority,STREAM,True,1048576,Impl2_DualSegQueue,1048576,14189842.612264737,13774209.177733732,14692968.600946534,Elements,256.0,18041.07395657306,,,55429.07270415913
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 1472 B), 20P_1/Impl1_MutexBinaryHeap/1472","dual_priority payload STREAM bytes_s (real bytes, 1472 B), 20P_1",dual_priority,STREAM,True,1472,Impl1_MutexBinaryHeap,1472,45685945.60503108,44709799.62823521,46651003.990651265,Bytes,67108480.0,,1468908635.057557,1.3680277718767124,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 1472 B), 20P_1/Impl2_DualSegQueue/1472","dual_priority payload STREAM bytes_s (real bytes, 1472 B), 20P_1",dual_priority,STREAM,True,1472,Impl2_DualSegQueue,1472,7317369.070637308,7093267.102968756,7541110.808978708,Bytes,67108480.0,,9171121389.693026,8.541272384759994,
target/criterion,"dual_priority bytes_s STREAM (1 item == 4194304 B), 20P_1C/Impl1_MutexBinaryHeap/4194304","dual_priority bytes_s STREAM (1 item == 4194304 B), 20P_1C",dual_priority,STREAM,False,4194304,Impl1_MutexBinaryHeap,4194304,65815567.71875,64888789.16921875,66792760.964062504,Bytes,838860800000.0,,12745628869824.662,11870.291894138476,
target/criterion,"dual_priority bytes_s STREAM (1 item == 4194304 B), 20P_1C/Impl2_DualSegQueue/4194304","dual_priority bytes_s STREAM (1 item == 4194304 B), 20P_1C",dual_priority,STREAM,False,4194304,Impl2_DualSegQueue,4194304,16477833.775038604,16345158.242191881,16604359.259458128,Bytes,838860800000.0,,50908439267711.62,47412.17872846091,
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 512 B), 20P_1C/Impl3_Skiplist/512","prio101 payload DGRAM bytes_s (real bytes, 512 B), 20P_1C",prio101,DGRAM,True,512,Impl3_Skiplist,512,97107970.30354086,95752645.59357776,98385159.10687958,Bytes,67108864.0,,691074726.3095973,0.6436134933583413,
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 512 B), 20P_1C/Impl4_BitmapScanner/512","prio101 payload DGRAM bytes_s (real bytes, 512 B), 20P_1C",prio101,DGRAM,True,512,Impl4_BitmapScanner,512,32596675.20150875,32055362.26909883,33141182.10460802,Bytes,67108864.0,,2058764079.0093167,1.9173734625888212,
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 16384 B), 20P_1C/Impl3_Skiplist/16384","prio101 payload DGRAM bytes_s (real bytes, 16384 B), 20P_1C",prio101,DGRAM,True,16384,Impl3_Skiplist,16384,5196866.940265796,5074569.967059168,5324885.821258336,Bytes,67108864.0,,12913331199.618454,12.026476859691044,
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 16384 B), 20P_1C/Impl4_BitmapScanner/16384","prio101 payload DGRAM bytes_s (real bytes, 16384 B), 20P_1C",prio101,DGRAM,True,16384,Impl4_BitmapScanner,16384,3517083.7012644038,3414760.0806725137,3610947.313795386,Bytes,67108864.0,,19080826531.331665,17.770404490951137,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 1048576 B), 20P_1C/Impl3_Skiplist/1048576","prio101 payload STREAM bytes_s (real bytes, 1048576 B), 20P_1C",prio101,STREAM,True,1048576,Impl3_Skiplist,1048576,9704809.864392538,9134779.151728813,10396863.110351145,Bytes,268435456.0,,27660042777.850178,25.7604222538417,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 1048576 B), 20P_1C/Impl4_BitmapScanner/1048576","prio101 payload STREAM bytes_s (real bytes, 1048576 B), 20P_1C",prio101,STREAM,True,1048576,Impl4_BitmapScanner,1048576,9739930.234813185,9152836.700798348,10437837.710499166,Bytes,268435456.0,,27560305826.476864,25.667534979504406,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 4096 B), 20P_1C/Impl1_MutexBinaryHeap/4096","dual_priority bytes_s DGRAM (1 item == 4096 B), 20P_1C",dual_priority,DGRAM,False,4096,Impl1_MutexBinaryHeap,4096,65287593.05625,64364869.62109375,66250273.925,Bytes,819200000.0,,12547560135.877575,11.685826010888047,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 4096 B), 20P_1C/Impl2_DualSegQueue/4096","dual_priority bytes_s DGRAM (1 item == 4096 B), 20P_1C",dual_priority,DGRAM,False,4096,Impl2_DualSegQueue,4096,16588657.445774933,16487020.59311334,16688056.450206138,Bytes,819200000.0,,49383140418.554306,45.991633477205696,
target/criterion,"prio101 bytes_s DGRAM (1 item == 60000 B), 20P_1C/Impl3_Skiplist/60000","prio101 bytes_s DGRAM (1 item == 60000 B), 20P_1C",prio101,DGRAM,False,60000,Impl3_Skiplist,60000,67226254.95625,66338755.801875,68440573.35203125,Bytes,12000000000.0,,178501688184.31802,166.2426518130284,
target/criterion,"prio101 bytes_s DGRAM (1 item == 60000 B), 20P_1C/Impl4_BitmapScanner/60000","prio101 bytes_s DGRAM (1 item == 60000 B), 20P_1C",prio101,DGRAM,False,60000,Impl4_BitmapScanner,60000,8228777.9071727125,7960626.626699969,8486113.670236073,Bytes,12000000000.0,,1458296740460.0938,1358.1446748786548,
target/criterion,"dual_priority bytes_s STREAM (1 item == 1472 B), 20P_1C/Impl1_MutexBinaryHeap/1472","dual_priority bytes_s STREAM (1 item == 1472 B), 20P_1C",dual_priority,STREAM,False,1472,Impl1_MutexBinaryHeap,1472,69468622.41875,68703781.37468751,70190810.39796875,Bytes,294400000.0,,4237884526.1301694,3.9468375277986465,
target/criterion,"dual_priority bytes_s STREAM (1 item == 1472 B), 20P_1C/Impl2_DualSegQueue/1472","dual_priority bytes_s STREAM (1 item == 1472 B), 20P_1C",dual_priority,STREAM,False,1472,Impl2_DualSegQueue,1472,16681780.339788431,16596274.867501285,16768314.581315054,Bytes,294400000.0,,17647996437.035797,16.43597747854497,
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 1472 B), 20P_1C/Impl3_Skiplist/1472","prio101 payload DGRAM ops_s (real bytes, 1472 B), 20P_1C",prio101,DGRAM,True,1472,Impl3_Skiplist,1472,35352698.99577627,34855953.47720985,35847784.12926489,Elements,45590.0,1289576.2217602343,,,775.4485412541407
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 1472 B), 20P_1C/Impl4_BitmapScanner/1472","prio101 payload DGRAM ops_s (real bytes, 1472 B), 20P_1C",prio101,DGRAM,True,1472,Impl4_BitmapScanner,1472,13803726.942852134,13486870.861704437,14088278.477321222,Elements,45590.0,3302731.225323715,,,302.77970920930323
target/criterion,"prio101 bytes_s DGRAM (1 item == 4096 B), 20P_1C/Impl3_Skiplist/4096","prio101 bytes_s DGRAM (1 item == 4096 B), 20P_1C",prio101,DGRAM,False,4096,Impl3_Skiplist,4096,66693827.43125,65769253.2246875,67832561.35890625,Bytes,819200000.0,,12282995766.654057,11.43943124139128,
target/criterion,"prio101 bytes_s DGRAM (1 item == 4096 B), 20P_1C/Impl4_BitmapScanner/4096","prio101 bytes_s DGRAM (1 item == 4096 B), 20P_1C",prio101,DGRAM,False,4096,Impl4_BitmapScanner,4096,7753093.365466887,7519460.508311208,7995133.702190457,Bytes,819200000.0,,105661051838.84474,98.40452283513243,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 64 B), 20P_1C/Impl1_MutexBinaryHeap/64","dual_priority payload STREAM bytes_s (real bytes, 64 B), 20P_1C",dual_priority,STREAM,True,64,Impl1_MutexBinaryHeap,64,497362593.0,481290233.65625,515464886.3125,Bytes,32000000.0,,64339378.253161065,0.05992071540389309,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 64 B), 20P_1C/Impl2_DualSegQueue/64","dual_priority payload STREAM bytes_s (real bytes, 64 B), 20P_1C",dual_priority,STREAM,True,64,Impl2_DualSegQueue,64,58103852.098238185,56843486.78621449,59231859.1539111,Bytes,32000000.0,,550738012.1010995,0.5129147433686065,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 16384 B), 20P_1C/Impl1_MutexBinaryHeap/16384","dual_priority payload STREAM ops_s (real bytes, 16384 B), 20P_1C",dual_priority,STREAM,True,16384,Impl1_MutexBinaryHeap,16384,4624908.925899865,4541681.042894879,4717013.56943694,Elements,4096.0,885639.0613579584,,,1129.1281557372718
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 16384 B), 20P_1C/Impl2_DualSegQueue/16384","dual_priority payload STREAM ops_s (real bytes, 16384 B), 20P_1C",dual_priority,STREAM,True,16384,Impl2_DualSegQueue,16384,3079049.483824484,3008114.3243608475,3147787.435819006,Elements,4096.0,1330280.6666531267,,,751.7210653868369
target/criterion,"prio101 ops_s (0..=100), 20P_1C/Impl3_Skiplist/200000","prio101 ops_s (0..=100), 20P_1C",prio101,,False,,Impl3_Skiplist,200000,66998935.56875,66211773.175,68009476.5875,Elements,200000.0,2985122.051599952,,,334.99467784375
target/criterion,"prio101 ops_s (0..=100), 20P_1C/Impl4_BitmapScanner/200000","prio101 ops_s (0..=100), 20P_1C",prio101,,False,,Impl4_BitmapScanner,200000,8395733.360678574,8178350.948032889,8601311.219158672,Elements,200000.0,23821623.60428217,,,41.97866680339287
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 4194304 B), 20P_1C/Impl3_Skiplist/4194304","prio101 payload STREAM bytes_s (real bytes, 4194304 B), 20P_1C",prio101,STREAM,True,4194304,Impl3_Skiplist,4194304,38217008.66445704,35658930.94207052,41332543.44373687,Bytes,1073741824.0,,28095914921.740387,26.166359821092698,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 4194304 B), 20P_1C/Impl4_BitmapScanner/4194304","prio101 payload STREAM bytes_s (real bytes, 4194304 B), 20P_1C",prio101,STREAM,True,4194304,Impl4_BitmapScanner,4194304,39026051.77504583,36466156.9857855,42277388.363628104,Bytes,1073741824.0,,27513462806.57004,25.62390901760202,
target/criterion,"prio101 bytes_s DGRAM (1 item == 1472 B), 20P_1C/Impl3_Skiplist/1472","prio101 bytes_s DGRAM (1 item == 1472 B), 20P_1C",prio101,DGRAM,False,1472,Impl3_Skiplist,1472,67070242.55,66151166.94953125,68368956.70265624,Bytes,294400000.0,,4389427990.819157,4.087973377498944,
target/criterion,"prio101 bytes_s DGRAM (1 item == 1472 B), 20P_1C/Impl4_BitmapScanner/1472","prio101 bytes_s DGRAM (1 item == 1472 B), 20P_1C",prio101,DGRAM,False,1472,Impl4_BitmapScanner,1472,7709305.7445054855,7520518.098239715,7895317.960956209,Bytes,294400000.0,,38187615040.4104,35.564987957859785,
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 60000 B), 20P_1C/Impl1_MutexBinaryHeap/60000","dual_priority payload DGRAM ops_s (real bytes, 60000 B), 20P_1C",dual_priority,DGRAM,True,60000,Impl1_MutexBinaryHeap,60000,2857207.885541777,2801304.3826316292,2921187.905200081,Elements,1118.0,391291.09423832054,,,2555.64211586921
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 60000 B), 20P_1C/Impl2_DualSegQueue/60000","dual_priority payload DGRAM ops_s (real bytes, 60000 B), 20P_1C",dual_priority,DGRAM,True,60000,Impl2_DualSegQueue,60000,2580668.147954185,2505864.674260922,2656802.902309017,Elements,1118.0,433221.14115535945,,,2308.289935558305
